address.allowNewValuationInfo,address.city.name,address.cityName,address.daysOnMarket.realtors,address.houseNumber,address.isPublic,address.municipality.municipalityCode,address.municipality.name,address.place.bbox,address.place.coordinates.lat,address.place.coordinates.lon,address.place.coordinates.type,address.place.name,address.placeName,address.province.name,address.province.provinceCode,address.province.regionCode,address.road.municipalityCode,address.road.name,address.road.roadCode,address.roadName,address.zip.name,address.zip.zipCode,address.zipCode,addressType,coordinates.lat,coordinates.lon,coordinates.type,energyLabel,housingArea,lotArea,monthlyExpense,numberOfRooms,perAreaPrice,priceCash,priceChangePercentage,realtor.associationOfDanishRealtorsMember,realtor.associationOfEloMember,realtor.broadcast.target,realtor.isNew,realtor.preferred,realtor.realtorBranch.name,secondaryAddressType,timeOnMarket.current.days,yearBuilt,address.floor,address.door
False,Aarhus C,Aarhus C,,3,True,0,,,0,0,,,,,,0,0,Augustenborggade,0,Augustenborggade,Aarhus C,8000,8000,condo,56.14674,10.185132,EPSG4326,c,66.0,,2653,2.0,41636,2748000,0.0,False,False,0,False,False,,,0,1938.0,1,tv
False,Frederiksberg,Frederiksberg,,30,True,0,,,0,0,,,,,,0,0,Holger Danskes Vej,0,Holger Danskes Vej,Frederiksberg,2000,2000,condo,55.687115,12.537202,EPSG4326,d,52.0,,3106,1.0,49904,2595000,0.0,False,False,0,False,False,,,0,1922.0,2,1
False,Tilst,Tilst,,75,True,0,,,0,0,,,,,,0,0,Græsvangen,0,Græsvangen,Tilst,8381,8381,terraced house,56.191658,10.106607,EPSG4326,d,141.0,471.0,2591,5.0,20077,2865000,0.0,False,False,0,False,False,,,0,1973.0,,
False,Hasselager,Hasselager,,204,True,0,,,0,0,,,,,,0,0,Jegstrupvej,0,Jegstrupvej,Hasselager,8361,8361,terraced house,56.09283,10.105451,EPSG4326,c,81.0,166.0,1820,3.0,27148,2199000,0.0,False,False,0,False,False,,,0,2003.0,,
False,Aarhus C,Aarhus C,,32,True,0,,,0,0,,,,,,0,0,Brammersgade,0,Brammersgade,Aarhus C,8000,8000,condo,56.147133,10.204883,EPSG4326,c,42.0,,1552,2.0,45119,1895000,0.0,False,False,0,False,False,,,0,1894.0,3,
False,Tølløse,Tølløse,,34,True,0,,,0,0,,,,,,0,0,Søndermarken,0,Søndermarken,Tølløse,4340,4340,villa,55.60461,11.764656,EPSG4326,c,120.0,732.0,2249,3.0,20911,2595000,0.0,False,False,0,False,False,,,0,1998.0,,
False,Odense N,Odense N,,6,True,0,,,0,0,,Næsby,Næsby,,,0,0,Kærholmen,0,Kærholmen,Odense N,5270,5270,villa,55.42779,10.342775,EPSG4326,e,188.0,672.0,1927,6.0,17719,3395000,0.0,False,False,0,False,False,,,0,1966.0,,
False,Dronninglund,Dronninglund,,44,True,0,,,0,0,,,,,,0,0,Bøgevangen,0,Bøgevangen,Dronninglund,9330,9330,villa,57.16395,10.274693,EPSG4326,c,172.0,1044.0,1626,6.0,9038,1645000,0.0,False,False,0,False,False,,,0,1973.0,,
False,Taastrup,Taastrup,,4,True,0,,,0,0,,Høje Taastrup,Høje Taastrup,,,0,0,Saksen D,0,Saksen D,Taastrup,2630,2630,condo,55.650494,12.271635,EPSG4326,c,36.0,,2848,1.0,22083,795000,0.0,False,False,0,False,False,,,0,1972.0,0,4
False,Lynge,Lynge,,22,True,0,,,0,0,,,,,,0,0,Nyvangsvej,0,Nyvangsvej,Lynge,3540,3540,villa,55.839817,12.270238,EPSG4326,c,151.0,878.0,3983,6.0,28907,4495000,0.0,False,False,0,False,False,,,0,1965.0,,
False,Virum,Virum,,140,True,0,,,0,0,,,,,,0,0,Kongevejen,0,Kongevejen,Virum,2830,2830,villa,55.78954,12.487284,EPSG4326,e,89.0,966.0,5207,3.0,50251,6500000,0.0,False,False,0,False,False,,,0,1944.0,,
False,Greve,Greve,,80,True,0,,,0,0,,,,,,0,0,Rosenlyparken,0,Rosenlyparken,Greve,2670,2670,terraced house,55.60544,12.314174,EPSG4326,d,120.0,205.0,2915,5.0,23642,2895000,0.0,False,False,0,False,False,,,0,1972.0,,
False,Tilst,Tilst,,22,True,0,,,0,0,,True,True,,,0,0,Bjørnøvænget,0,Bjørnøvænget,Tilst,8381,8381,villa,56.176697,10.099206,EPSG4326,c,135.0,750.0,2741,5.0,26887,3748000,0.0,False,False,0,False,False,,,0,1972.0,,
False,Bredebro,Bredebro,,7,True,0,,,0,0,,Ballum,Ballum,,,0,0,Kongenstoft,0,Kongenstoft,Bredebro,6261,6261,cooperative,55.074764,8.663677,EPSG4326,d,85.0,,2300,3.0,2647,225000,0.0,False,False,0,False,False,,,0,1991.0,,
False,Odense S,Odense S,,83,True,0,,,0,0,,Højby,Højby,,,0,0,Ugletoften,0,Ugletoften,Odense S,5260,5260,terraced house,55.33612,10.439109,EPSG4326,a2010,165.0,384.0,1684,6.0,18262,2995000,0.0,False,False,0,False,False,,,0,1980.0,,
False,Næstved,Næstved,,31,True,0,,,0,0,,,,,,0,0,Fyrreparken,0,Fyrreparken,Næstved,4700,4700,cooperative,55.215557,11.764784,EPSG4326,b,96.0,,5248,3.0,5710,548158,0.0,False,False,0,False,False,,,0,1996.0,,
False,Tim,Tim,,52,True,0,,,0,0,,,,,,0,0,Tim Kirkevej,0,Tim Kirkevej,Tim,6980,6980,villa,56.210682,8.258594,EPSG4326,c,183.0,616.0,1305,5.0,4737,895000,0.0,False,False,0,False,False,,holiday house,0,1937.0,,
False,Frederiksberg,Frederiksberg,,30,True,0,,,0,0,,,,,,0,0,Holger Danskes Vej,0,Holger Danskes Vej,Frederiksberg,2000,2000,condo,55.687115,12.537202,EPSG4326,d,34.0,,2105,1.0,61618,2095000,0.0,False,False,0,False,False,,,0,1922.0,2,12
False,Åbyhøj,Åbyhøj,,36,True,0,,,0,0,,,,,,0,0,Dr. Holsts Vej,0,Dr. Holsts Vej,Åbyhøj,8230,8230,condo,56.159264,10.145043,EPSG4326,d,47.0,,2620,2.0,23362,1098000,0.0,False,False,0,False,False,,,0,1970.0,1,35
False,Værløse,Værløse,,3,True,0,,,0,0,,,,,,0,0,Hybenvej,0,Hybenvej,Værløse,3500,3500,villa,55.780376,12.358026,EPSG4326,c,244.0,1166.0,6675,7.0,47156,11400000,0.0,False,False,0,False,False,,,0,1966.0,,
False,Virum,Virum,,166,True,0,,,0,0,,,,,,0,0,Frederiksdalsvej,0,Frederiksdalsvej,Virum,2830,2830,villa,55.793808,12.459908,EPSG4326,e,136.0,1004.0,5375,5.0,63832,8745000,0.0,False,False,0,False,False,,,0,1935.0,,
False,Nivå,Nivå,,2,True,0,,,0,0,,Niverød,Niverød,,,0,0,Klinken,0,Klinken,Nivå,2990,2990,condo,55.936317,12.499163,EPSG4326,b,62.0,,1900,2.0,30468,1889000,0.0,False,False,0,False,False,,,0,1995.0,1,
False,Sjællands Odde,Sjællands Odde,,18,True,0,,,0,0,,Overby,Overby,,,0,0,Overbygade,0,Overbygade,Sjællands Odde,4583,4583,villa,55.956635,11.398132,EPSG4326,e,260.0,2473.0,1855,7.0,8115,2195000,0.0,False,False,0,False,False,,,0,1906.0,,
False,Varde,Varde,,71,True,0,,,0,0,,,,,,0,0,Storegade,0,Storegade,Varde,6800,6800,villa,55.62351,8.481353,EPSG4326,a2015,129.0,357.0,2065,4.0,30695,3998000,0.0,False,False,0,False,False,,,0,2018.0,,
False,Frederiksberg,Frederiksberg,,30,True,0,,,0,0,,,,,,0,0,Holger Danskes Vej,0,Holger Danskes Vej,Frederiksberg,2000,2000,condo,55.687115,12.537202,EPSG4326,d,33.0,,2101,1.0,65909,2175000,0.0,False,False,0,False,False,,,0,1922.0,0,2
False,Roslev,Roslev,,74,True,0,,,0,0,,Glyngøre,Glyngøre,,,0,0,Durupvej,0,Durupvej,Roslev,7870,7870,villa,56.75381,8.885658,EPSG4326,d,169.0,13306.0,1163,6.0,8682,1795000,0.0,False,False,0,False,False,,holiday house,0,1927.0,,
False,Hundested,Hundested,,27,True,0,,,0,0,,,,,,0,0,Ll Karlsmindevej,0,Ll Karlsmindevej,Hundested,3390,3390,villa,55.96829,11.857072,EPSG4326,c,261.0,954.0,3826,5.0,15330,3995000,0.0,False,False,0,False,False,,,0,1875.0,,
False,Nivå,Nivå,,87,True,0,,,0,0,,,,,,0,0,Teglbakken,0,Teglbakken,Nivå,2990,2990,villa,55.94211,12.483877,EPSG4326,a2015,178.0,615.0,4906,5.0,38787,7195000,0.0,False,False,0,False,False,,,0,2022.0,,
False,Aalborg,Aalborg,,47,True,0,,,0,0,,,,,,0,0,Bernstorffsgade,0,Bernstorffsgade,Aalborg,9000,9000,villa,57.037434,9.942287,EPSG4326,e,122.0,650.0,3045,4.0,15984,2798000,0.0,False,False,0,False,False,,,0,1954.0,,
False,Rudkøbing,Rudkøbing,,19,True,0,,,0,0,,,,,,0,0,Vinkældergade,0,Vinkældergade,Rudkøbing,5900,5900,villa,54.937584,10.709649,EPSG4326,d,68.0,103.0,1059,2.0,14756,999000,0.0,False,False,0,False,False,,,0,1745.0,,
False,Viborg,Viborg,,7,True,0,,,0,0,,Overlund,Overlund,,,0,0,Nyvej,0,Nyvej,Viborg,8800,8800,villa,56.449333,9.44159,EPSG4326,e,130.0,925.0,2400,5.0,11241,1495000,0.0,False,False,0,False,False,,,0,1965.0,,
False,Birkerød,Birkerød,,1,True,0,,,0,0,,,,,,0,0,Teglgården,0,Teglgården,Birkerød,3460,3460,terraced house,55.836647,12.410412,EPSG4326,a2010,128.0,2701.0,5780,4.0,37891,4850000,0.0,False,False,0,False,False,,,0,2018.0,,
False,Kalundborg,Kalundborg,,28,True,0,,,0,0,,,,,,0,0,Humlehaven,0,Humlehaven,Kalundborg,4400,4400,villa,55.700718,11.051357,EPSG4326,c,154.0,1050.0,2184,5.0,17629,2795000,0.0,False,False,0,False,False,,,0,1980.0,,
False,Stenstrup,Stenstrup,,89,True,0,,,0,0,,,,,,0,0,Assensvej,0,Assensvej,Stenstrup,5771,5771,villa,55.118237,10.5198555,EPSG4326,d,139.0,13702.0,1986,4.0,7190,1695000,0.0,False,False,0,False,False,,,0,1900.0,,
False,Gråsten,Gråsten,,54,True,0,,,0,0,,Rinkenæs,Rinkenæs,,,0,0,Hvedemarken,0,Hvedemarken,Gråsten,6300,6300,villa,54.892246,9.561859,EPSG4326,d,176.0,1181.0,1981,5.0,21935,4195000,0.0,False,False,0,False,False,,,0,1993.0,,
False,Hornbæk,Hornbæk,,25,True,0,,,0,0,,,,,,0,0,Søvænget,0,Søvænget,Hornbæk,3100,3100,villa,56.088676,12.453847,EPSG4326,a2010,191.0,641.0,6349,5.0,83218,15695000,0.0,False,False,0,False,False,,,0,1898.0,,
False,Græsted,Græsted,,4,True,0,,,0,0,,Esbønderup,Esbønderup,,,0,0,Gammel Engvej,0,Gammel Engvej,Græsted,3230,3230,condo,56.05175,12.347313,EPSG4326,d,146.0,,3114,4.0,15034,2195000,0.0,False,False,0,False,False,,,0,1930.0,1,th
False,Mørkøv,Mørkøv,,3,True,0,,,0,0,,Knabstrup,Knabstrup,,,0,0,Vinkelvej,0,Vinkelvej,Mørkøv,4440,4440,villa,55.664658,11.557823,EPSG4326,e,75.0,745.0,1359,3.0,13419,1095000,0.0,False,False,0,False,False,,,0,1924.0,,
False,Støvring,Støvring,,6,True,0,,,0,0,,Øster Hornum,Øster Hornum,,,0,0,Sandgraven,0,Sandgraven,Støvring,9530,9530,villa,56.93705,9.756481,EPSG4326,c,150.0,819.0,1342,4.0,13159,2195000,0.0,False,False,0,False,False,,,0,1975.0,,
False,Aarhus V,Aarhus V,,5,True,0,,,0,0,,,,,,0,0,Nattergalevej,0,Nattergalevej,Aarhus V,8210,8210,villa,56.16715,10.178688,EPSG4326,d,77.0,591.0,3054,3.0,39975,3198000,0.0,False,False,0,False,False,,,0,1966.0,,
False,Løgstør,Løgstør,,7,True,0,,,0,0,,,,,,0,0,Havremarken,0,Havremarken,Løgstør,9670,9670,villa,56.960976,9.253532,EPSG4326,d,162.0,749.0,1275,4.0,7389,1245000,0.0,False,False,0,False,False,,,0,1986.0,,
False,Hadsund,Hadsund,,5,True,0,,,0,0,,Øster Hurup,Øster Hurup,,,0,0,Vibevej,0,Vibevej,Hadsund,9560,9560,villa,56.804672,10.268744,EPSG4326,c,123.0,400.0,1194,3.0,8368,795000,0.0,False,False,0,False,False,,holiday house,0,1957.0,,
False,Farum,Farum,,1,True,0,,,0,0,,,,,,0,0,Duemosepark,0,Duemosepark,Farum,3520,3520,condo,55.81995,12.399534,EPSG4326,b,105.0,,4372,4.0,37000,3885000,0.0,False,False,0,False,False,,,0,2007.0,,
False,Smørum,Smørum,,13,True,0,,,0,0,,Smørumnedre,Smørumnedre,,,0,0,Pærevangen,0,Pærevangen,Smørum,2765,2765,condo,55.743774,12.3137865,EPSG4326,c,56.0,,3743,2.0,33839,1895000,0.0,False,False,0,False,False,,,0,1981.0,1,mf
False,Hornbæk,Hornbæk,,2,True,0,,,0,0,,Horneby Fælled,Horneby Fælled,,,0,0,Brombærvej,0,Brombærvej,Hornbæk,3100,3100,holiday house,56.084652,12.420371,EPSG4326,,143.0,1200.0,3669,4.0,40432,5895000,0.0,False,False,0,False,False,,,0,1971.0,,
False,Fredericia,Fredericia,,66,True,0,,,0,0,,,,,,0,0,Bjergegade,0,Bjergegade,Fredericia,7000,7000,terraced house,55.564777,9.761386,EPSG4326,b,140.0,137.0,1612,4.0,15419,2100000,0.0,False,False,0,False,False,,,0,1888.0,,
False,Hvidovre,Hvidovre,,268,True,0,,,0,0,,,,,,0,0,Gammel Køge Landevej,0,Gammel Køge Landevej,Hvidovre,2650,2650,condo,55.63597,12.493262,EPSG4326,c,53.0,,2451,2.0,34906,1850000,0.0,False,False,0,False,False,,,0,1966.0,2,e
False,Åbyhøj,Åbyhøj,,26,True,0,,,0,0,,,,,,0,0,Kamma Rahbeks Vej,0,Kamma Rahbeks Vej,Åbyhøj,8230,8230,terraced house,56.158424,10.163334,EPSG4326,e,69.0,139.0,2828,2.0,41275,2848000,0.0,False,False,0,False,False,,,0,1960.0,,
False,Tønder,Tønder,,66,False,0,,,0,0,,,,,,0,0,Østergade,0,Østergade,Tønder,6270,6270,villa,54.938465,8.87399,EPSG4326,,164.0,367.0,2508,5.0,7591,1245000,0.0,False,False,0,False,False,,,0,1726.0,,
False,Aarhus C,Aarhus C,,18,True,0,,,0,0,,,,,,0,0,Kongsvang Allé,0,Kongsvang Allé,Aarhus C,8000,8000,condo,56.140064,10.185892,EPSG4326,d,63.0,,2300,2.0,34889,2198000,0.0,False,False,0,False,False,,,0,1939.0,0,th
False,Aarhus C,Aarhus C,,22,True,0,,,0,0,,,,,,0,0,Nørregade,0,Nørregade,Aarhus C,8000,8000,condo,56.161217,10.209926,EPSG4326,d,81.0,,3690,3.0,33321,2699000,0.0,False,False,0,False,False,,,0,1858.0,3,
False,Rødding,Rødding,,51,True,0,,,0,0,,,,,,0,0,Galgetoften,0,Galgetoften,Rødding,6630,6630,villa,55.36222,9.062891,EPSG4326,c,134.0,865.0,1075,5.0,9300,1395000,0.0,False,False,0,False,False,,,0,1977.0,,
False,Uldum,Uldum,,1,True,0,,,0,0,,Kalhave,Kalhave,,,0,0,Kalbækvej,0,Kalbækvej,Uldum,7171,7171,villa,55.850166,9.6258135,EPSG4326,c,261.0,10065.0,2308,7.0,11403,2845000,0.0,False,False,0,False,False,,,0,1900.0,,
False,Højbjerg,Højbjerg,,44B,True,0,,,0,0,,,,,,0,0,Grumstolsvej,0,Grumstolsvej,Højbjerg,8270,8270,terraced house,56.11434,10.2148,EPSG4326,b,154.0,,5163,5.0,53864,8295000,0.0,False,False,0,False,False,,,0,1987.0,,
False,Roslev,Roslev,,2,True,0,,,0,0,,,,,,0,0,Hesthøjvej,0,Hesthøjvej,Roslev,7870,7870,villa,56.6981,8.978088,EPSG4326,d,193.0,4000.0,1781,7.0,5155,995000,0.0,False,False,0,False,False,,farm,0,1974.0,,
False,Nørre Nebel,Nørre Nebel,,170,True,0,,,0,0,,,,,,0,0,Vesterhavsvej,0,Vesterhavsvej,Nørre Nebel,6830,6830,villa,55.80468,8.225234,EPSG4326,c,93.0,19409.0,2412,5.0,14091,1395000,0.0,False,False,0,False,False,,,0,1832.0,,
False,Nørresundby,Nørresundby,,12A,True,0,,,0,0,,,,,,0,0,Lindholmsvej,0,Lindholmsvej,Nørresundby,9400,9400,condo,57.061676,9.916976,EPSG4326,c,62.0,,1938,2.0,15887,985000,0.0,False,False,0,False,False,,,0,1924.0,0,tv
False,Gandrup,Gandrup,,335,True,0,,,0,0,,,,,,0,0,Aalborgvej,0,Aalborgvej,Gandrup,9362,9362,villa,57.053776,10.177512,EPSG4326,c,161.0,623.0,1243,4.0,6606,1045000,0.0,False,False,0,False,False,,,0,1931.0,,
False,Horsens,Horsens,,23,True,0,,,0,0,,,,,,0,0,Torstedalle,0,Torstedalle,Horsens,8700,8700,villa,55.848644,9.815364,EPSG4326,d,190.0,759.0,2411,5.0,10930,2645000,0.0,False,False,0,False,False,,,0,1967.0,,
False,Ringkøbing,Ringkøbing,,86,True,0,,,0,0,,Søndervig,Søndervig,,,0,0,Sand Holms Vej,0,Sand Holms Vej,Ringkøbing,6950,6950,holiday house,56.131123,8.116527,EPSG4326,,120.0,1251.0,3311,3.0,28699,3695000,0.0,False,False,0,False,False,,,0,2009.0,,
False,Aalborg,Aalborg,,17,True,0,,,0,0,,,,,,0,0,Søndergade,0,Søndergade,Aalborg,9000,9000,condo,57.045963,9.926206,EPSG4326,c,68.0,,1665,2.0,24926,1695000,0.0,False,False,0,False,False,,,0,1925.0,0,
False,Beder,Beder,,62A,True,0,,,0,0,,,,,,0,0,Byagervej,0,Byagervej,Beder,8330,8330,terraced house,56.053402,10.201124,EPSG4326,b,100.0,448.0,2171,4.0,27731,2848000,0.0,False,False,0,False,False,,,0,1987.0,,
False,Frederiksværk,Frederiksværk,,7,True,0,,,0,0,,,,,,0,0,Enghjørnet,0,Enghjørnet,Frederiksværk,3300,3300,villa,55.989143,12.011174,EPSG4326,c,108.0,916.0,2461,4.0,15599,1850000,0.0,False,False,0,False,False,,,0,1967.0,,
